run_id,run_name,phase,artifact_type,has_manifest,path
1331,local2d_detector_baseline_target2_close14_seed34_source_mismatch_cpu,1326-1338 local detector baselines and sampling boundary,detector baseline,True,outputs/experiments/1331_local2d_detector_baseline_target2_close14_seed34_source_mismatch_cpu
1332,local2d_detector_baseline_target2_close50_linear29p5_seed13_nominal_cpu,1326-1338 local detector baselines and sampling boundary,detector baseline,True,outputs/experiments/1332_local2d_detector_baseline_target2_close50_linear29p5_seed13_nominal_cpu
1333,local2d_detector_baseline_target2_close50_linear29p5_seed13_source_mismatch_cpu,1326-1338 local detector baselines and sampling boundary,detector baseline,True,outputs/experiments/1333_local2d_detector_baseline_target2_close50_linear29p5_seed13_source_mismatch_cpu
1334,local2d_detector_baseline_target2_close50_linear29p5_seed21_nominal_cpu,1326-1338 local detector baselines and sampling boundary,detector baseline,True,outputs/experiments/1334_local2d_detector_baseline_target2_close50_linear29p5_seed21_nominal_cpu
1335,local2d_detector_baseline_target2_close50_linear29p5_seed21_source_mismatch_cpu,1326-1338 local detector baselines and sampling boundary,detector baseline,True,outputs/experiments/1335_local2d_detector_baseline_target2_close50_linear29p5_seed21_source_mismatch_cpu
1336,local2d_detector_baseline_target2_close50_linear29p5_seed34_nominal_cpu,1326-1338 local detector baselines and sampling boundary,detector baseline,True,outputs/experiments/1336_local2d_detector_baseline_target2_close50_linear29p5_seed34_nominal_cpu
1337,local2d_detector_baseline_target2_close50_linear29p5_seed34_source_mismatch_cpu,1326-1338 local detector baselines and sampling boundary,detector baseline,True,outputs/experiments/1337_local2d_detector_baseline_target2_close50_linear29p5_seed34_source_mismatch_cpu
1338,close50_sampling_boundary_synthesis,1326-1338 local detector baselines and sampling boundary,policy/audit synthesis,True,outputs/experiments/1338_close50_sampling_boundary_synthesis
1339,local2d_controlled_fixed_radius_seed_refine_target2_close14_seed21_nominal_gpu,1339-1343 fixed-radius controlled-prior diagnostics,fixed-radius detector,False,outputs/experiments/1339_local2d_controlled_fixed_radius_seed_refine_target2_close14_seed21_nominal_gpu
1340,local2d_controlled_fixed_radius_seed_refine_target2_close14_seed21_source_mismatch_gpu,1339-1343 fixed-radius controlled-prior diagnostics,fixed-radius detector,True,outputs/experiments/1340_local2d_controlled_fixed_radius_seed_refine_target2_close14_seed21_source_mismatch_gpu
1341,local2d_repaired_exact_radius_seed_refine_target2_close14_seed21_nominal_gpu,1339-1343 fixed-radius controlled-prior diagnostics,other recent output,True,outputs/experiments/1341_local2d_repaired_exact_radius_seed_refine_target2_close14_seed21_nominal_gpu
1342,local2d_counterfactual_middle_neartie_target2_unlock_close14_seed21_nominal_gpu,1339-1343 fixed-radius controlled-prior diagnostics,other recent output,True,outputs/experiments/1342_local2d_counterfactual_middle_neartie_target2_unlock_close14_seed21_nominal_gpu
1343,local2d_coupled_middle_right_branch_preserving_search,1339-1343 fixed-radius controlled-prior diagnostics,other recent output,True,outputs/experiments/1343_local2d_coupled_middle_right_branch_preserving_search
1344,coordinate_optimizer_close50_seed13_sources3_txrx40_objectives,1344-1356 matched source-count close-spacing probes,coordinate optimizer run,True,outputs/experiments/1344_coordinate_optimizer_close50_seed13_sources3_txrx40_objectives
1345,coordinate_optimizer_close50_seed21_sources3_txrx40_objectives,1344-1356 matched source-count close-spacing probes,coordinate optimizer run,True,outputs/experiments/1345_coordinate_optimizer_close50_seed21_sources3_txrx40_objectives
1346,coordinate_optimizer_close14_seed13_sources3_txrx45_objectives,1344-1356 matched source-count close-spacing probes,coordinate optimizer run,True,outputs/experiments/1346_coordinate_optimizer_close14_seed13_sources3_txrx45_objectives
1347,coordinate_optimizer_close14_seed21_sources3_txrx45_objectives,1344-1356 matched source-count close-spacing probes,coordinate optimizer run,True,outputs/experiments/1347_coordinate_optimizer_close14_seed21_sources3_txrx45_objectives
1348,coordinate_optimizer_close14_seed13_sources3_txrx40_objectives,1344-1356 matched source-count close-spacing probes,coordinate optimizer run,True,outputs/experiments/1348_coordinate_optimizer_close14_seed13_sources3_txrx40_objectives
1349,coordinate_optimizer_close14_seed21_sources3_txrx40_objectives,1344-1356 matched source-count close-spacing probes,coordinate optimizer run,True,outputs/experiments/1349_coordinate_optimizer_close14_seed21_sources3_txrx40_objectives
1350,coordinate_optimizer_close14_seed34_sources3_txrx40_objectives,1344-1356 matched source-count close-spacing probes,coordinate optimizer run,True,outputs/experiments/1350_coordinate_optimizer_close14_seed34_sources3_txrx40_objectives
1351,coordinate_confidence_close14_sources3_txrx40_matched_seed_replicates,1344-1356 matched source-count close-spacing probes,coordinate aggregate,True,outputs/experiments/1351_coordinate_confidence_close14_sources3_txrx40_matched_seed_replicates
1352,coordinate_optimizer_close50_seed13_sources3_txrx45_objectives,1344-1356 matched source-count close-spacing probes,coordinate optimizer run,True,outputs/experiments/1352_coordinate_optimizer_close50_seed13_sources3_txrx45_objectives
1353,coordinate_optimizer_close50_seed21_sources3_txrx45_objectives,1344-1356 matched source-count close-spacing probes,coordinate optimizer run,True,outputs/experiments/1353_coordinate_optimizer_close50_seed21_sources3_txrx45_objectives
1354,coordinate_optimizer_close50_seed34_sources3_txrx45_objectives,1344-1356 matched source-count close-spacing probes,coordinate optimizer run,True,outputs/experiments/1354_coordinate_optimizer_close50_seed34_sources3_txrx45_objectives
1355,coordinate_confidence_close50_sources3_txrx45_matched_seed_replicates,1344-1356 matched source-count close-spacing probes,coordinate aggregate,True,outputs/experiments/1355_coordinate_confidence_close50_sources3_txrx45_matched_seed_replicates
1356,synthetic_2d_next_question_matrix_post_matched_source3_policy,1344-1356 matched source-count close-spacing probes,publication synthesis,True,outputs/experiments/1356_synthetic_2d_next_question_matrix_post_matched_source3_policy
1357,local2d_fixed_radius_second_pass_target2_close14_seed21_nominal_gpu,1357-1358 fixed-radius locking validation endpoint,fixed-radius detector,True,outputs/experiments/1357_local2d_fixed_radius_second_pass_target2_close14_seed21_nominal_gpu
1358,local2d_fixed_radius_locking_target2_unlock_probe_target2_close14_seed21_nominal_gpu,1357-1358 fixed-radius locking validation endpoint,fixed-radius detector,True,outputs/experiments/1358_local2d_fixed_radius_locking_target2_unlock_probe_target2_close14_seed21_nominal_gpu
