source_summary_json,run_dir,run_name,target_index,case_label,candidate_csv,candidate_csv_exists,audited,reason,candidate_count,truth_x_mm,truth_z_mm,best_x_mm,best_z_mm,best_misfit,selected_truth_lateral,truth_lateral_available,truth_lateral_candidate_count,truth_lateral_best_x_mm,truth_lateral_best_z_mm,truth_lateral_best_misfit,truth_lateral_gap_abs,truth_lateral_gap_rel,truth_lateral_retained_by_rule,truth_lateral_retained_but_not_selected,best_lateral_error_mm,truth_lateral_best_depth_error_mm
outputs/experiments/1069_coordinate_optimizer_variable_depth_radius_seed1134903170_target1_sources5_txrx60_ringdown050_objectives/data/multi_rebar_coordinate_optimizer_summary.json,1069_coordinate_optimizer_variable_depth_radius_seed1134903170_target1_sources5_txrx60_ringdown050_objectives,coordinate_optimizer_variable_depth_radius_seed1134903170_target1_sources5_txrx60_ringdown050_objectives,1,source_mismatch_ringdown050_noise10_seed1134903170,outputs/experiments/1069_coordinate_optimizer_variable_depth_radius_seed1134903170_target1_sources5_txrx60_ringdown050_objectives/data/coordinate_step_01_target_1_candidates.csv,True,True,ok,12,250.0,100.0,250.0,100.0,0.017292574644027007,True,True,12,250.0,100.0,0.017292574644027007,0.0,0.0,True,False,0.0,0.0
outputs/experiments/106_coordinate_optimizer_seed_offset2mm_guarded_diag_seed55/data/multi_rebar_coordinate_optimizer_summary.json,106_coordinate_optimizer_seed_offset2mm_guarded_diag_seed55,coordinate_optimizer_seed_offset2mm_guarded_diag_seed55,0,noise10_seed55,outputs/experiments/106_coordinate_optimizer_seed_offset2mm_guarded_diag_seed55/data/coordinate_step_01_target_0_candidates.csv,True,True,ok,125,150.0,90.0,150.0,91.0,0.13770472499998437,True,True,25,150.0,91.0,0.13770472499998437,0.0,0.0,True,False,0.0,1.0
outputs/experiments/106_coordinate_optimizer_seed_offset2mm_guarded_diag_seed55/data/multi_rebar_coordinate_optimizer_summary.json,106_coordinate_optimizer_seed_offset2mm_guarded_diag_seed55,coordinate_optimizer_seed_offset2mm_guarded_diag_seed55,1,noise10_seed55,outputs/experiments/106_coordinate_optimizer_seed_offset2mm_guarded_diag_seed55/data/coordinate_step_02_target_1_candidates.csv,True,True,ok,125,250.0,90.0,250.0,90.0,0.10849049111407053,True,True,25,250.0,90.0,0.10849049111407053,0.0,0.0,True,False,0.0,0.0
outputs/experiments/106_coordinate_optimizer_seed_offset2mm_guarded_diag_seed55/data/multi_rebar_coordinate_optimizer_summary.json,106_coordinate_optimizer_seed_offset2mm_guarded_diag_seed55,coordinate_optimizer_seed_offset2mm_guarded_diag_seed55,2,noise10_seed55,outputs/experiments/106_coordinate_optimizer_seed_offset2mm_guarded_diag_seed55/data/coordinate_step_03_target_2_candidates.csv,True,True,ok,125,350.0,90.0,350.0,90.0,0.08186422003931436,True,True,25,350.0,90.0,0.08186422003931436,0.0,0.0,True,False,0.0,0.0
outputs/experiments/106_coordinate_optimizer_seed_offset2mm_guarded_diag_seed55/data/multi_rebar_coordinate_optimizer_summary.json,106_coordinate_optimizer_seed_offset2mm_guarded_diag_seed55,coordinate_optimizer_seed_offset2mm_guarded_diag_seed55,0,noise10_seed55,outputs/experiments/106_coordinate_optimizer_seed_offset2mm_guarded_diag_seed55/data/coordinate_step_04_revisit_target_0_candidates.csv,True,True,ok,45,150.0,90.0,150.0,90.0,0.08103288714221983,True,True,15,150.0,90.0,0.08103288714221983,0.0,0.0,True,False,0.0,0.0
outputs/experiments/1070_coordinate_optimizer_variable_depth_radius_seed1836311903_target0_sources8_txrx60_ringdown050_objectives/data/multi_rebar_coordinate_optimizer_summary.json,1070_coordinate_optimizer_variable_depth_radius_seed1836311903_target0_sources8_txrx60_ringdown050_objectives,coordinate_optimizer_variable_depth_radius_seed1836311903_target0_sources8_txrx60_ringdown050_objectives,0,source_mismatch_ringdown050_noise10_seed1836311903,outputs/experiments/1070_coordinate_optimizer_variable_depth_radius_seed1836311903_target0_sources8_txrx60_ringdown050_objectives/data/coordinate_step_01_target_0_candidates.csv,True,True,ok,12,150.0,80.0,150.0,80.0,0.01580616308216254,True,True,12,150.0,80.0,0.01580616308216254,0.0,0.0,True,False,0.0,0.0
outputs/experiments/1071_coordinate_optimizer_variable_depth_radius_seed1836311903_target2_sources5_txrx60_ringdown050_objectives/data/multi_rebar_coordinate_optimizer_summary.json,1071_coordinate_optimizer_variable_depth_radius_seed1836311903_target2_sources5_txrx60_ringdown050_objectives,coordinate_optimizer_variable_depth_radius_seed1836311903_target2_sources5_txrx60_ringdown050_objectives,2,source_mismatch_ringdown050_noise10_seed1836311903,outputs/experiments/1071_coordinate_optimizer_variable_depth_radius_seed1836311903_target2_sources5_txrx60_ringdown050_objectives/data/coordinate_step_01_target_2_candidates.csv,True,True,ok,12,350.0,120.0,350.0,120.0,0.016941777716459085,True,True,12,350.0,120.0,0.016941777716459085,0.0,0.0,True,False,0.0,0.0
outputs/experiments/1072_coordinate_optimizer_variable_depth_radius_seed1836311903_target1_sources5_txrx60_ringdown050_objectives/data/multi_rebar_coordinate_optimizer_summary.json,1072_coordinate_optimizer_variable_depth_radius_seed1836311903_target1_sources5_txrx60_ringdown050_objectives,coordinate_optimizer_variable_depth_radius_seed1836311903_target1_sources5_txrx60_ringdown050_objectives,1,source_mismatch_ringdown050_noise10_seed1836311903,outputs/experiments/1072_coordinate_optimizer_variable_depth_radius_seed1836311903_target1_sources5_txrx60_ringdown050_objectives/data/coordinate_step_01_target_1_candidates.csv,True,True,ok,12,250.0,100.0,250.0,100.0,0.016941777716459085,True,True,12,250.0,100.0,0.016941777716459085,0.0,0.0,True,False,0.0,0.0
outputs/experiments/1073_coordinate_optimizer_variable_depth_radius_seed2971215073_target0_sources8_txrx60_ringdown050_objectives/data/multi_rebar_coordinate_optimizer_summary.json,1073_coordinate_optimizer_variable_depth_radius_seed2971215073_target0_sources8_txrx60_ringdown050_objectives,coordinate_optimizer_variable_depth_radius_seed2971215073_target0_sources8_txrx60_ringdown050_objectives,0,source_mismatch_ringdown050_noise10_seed2971215073,outputs/experiments/1073_coordinate_optimizer_variable_depth_radius_seed2971215073_target0_sources8_txrx60_ringdown050_objectives/data/coordinate_step_01_target_0_candidates.csv,True,True,ok,12,150.0,80.0,150.0,80.0,0.01575247433024653,True,True,12,150.0,80.0,0.01575247433024653,0.0,0.0,True,False,0.0,0.0
outputs/experiments/1074_coordinate_optimizer_variable_depth_radius_seed2971215073_target2_sources5_txrx60_ringdown050_objectives/data/multi_rebar_coordinate_optimizer_summary.json,1074_coordinate_optimizer_variable_depth_radius_seed2971215073_target2_sources5_txrx60_ringdown050_objectives,coordinate_optimizer_variable_depth_radius_seed2971215073_target2_sources5_txrx60_ringdown050_objectives,2,source_mismatch_ringdown050_noise10_seed2971215073,outputs/experiments/1074_coordinate_optimizer_variable_depth_radius_seed2971215073_target2_sources5_txrx60_ringdown050_objectives/data/coordinate_step_01_target_2_candidates.csv,True,True,ok,12,350.0,120.0,350.0,120.0,0.01681900418042211,True,True,12,350.0,120.0,0.01681900418042211,0.0,0.0,True,False,0.0,0.0
outputs/experiments/1075_coordinate_optimizer_variable_depth_radius_seed2971215073_target1_sources5_txrx60_ringdown050_objectives/data/multi_rebar_coordinate_optimizer_summary.json,1075_coordinate_optimizer_variable_depth_radius_seed2971215073_target1_sources5_txrx60_ringdown050_objectives,coordinate_optimizer_variable_depth_radius_seed2971215073_target1_sources5_txrx60_ringdown050_objectives,1,source_mismatch_ringdown050_noise10_seed2971215073,outputs/experiments/1075_coordinate_optimizer_variable_depth_radius_seed2971215073_target1_sources5_txrx60_ringdown050_objectives/data/coordinate_step_01_target_1_candidates.csv,True,True,ok,12,250.0,100.0,250.0,100.0,0.01681900418042211,True,True,12,250.0,100.0,0.01681900418042211,0.0,0.0,True,False,0.0,0.0
outputs/experiments/1076_coordinate_optimizer_variable_depth_radius_seed4807526976_target0_sources8_txrx60_ringdown050_objectives/data/multi_rebar_coordinate_optimizer_summary.json,1076_coordinate_optimizer_variable_depth_radius_seed4807526976_target0_sources8_txrx60_ringdown050_objectives,coordinate_optimizer_variable_depth_radius_seed4807526976_target0_sources8_txrx60_ringdown050_objectives,0,source_mismatch_ringdown050_noise10_seed4807526976,outputs/experiments/1076_coordinate_optimizer_variable_depth_radius_seed4807526976_target0_sources8_txrx60_ringdown050_objectives/data/coordinate_step_01_target_0_candidates.csv,True,True,ok,12,150.0,80.0,150.0,80.0,0.01579085655720653,True,True,12,150.0,80.0,0.01579085655720653,0.0,0.0,True,False,0.0,0.0
outputs/experiments/1077_coordinate_optimizer_variable_depth_radius_seed4807526976_target2_sources5_txrx60_ringdown050_objectives/data/multi_rebar_coordinate_optimizer_summary.json,1077_coordinate_optimizer_variable_depth_radius_seed4807526976_target2_sources5_txrx60_ringdown050_objectives,coordinate_optimizer_variable_depth_radius_seed4807526976_target2_sources5_txrx60_ringdown050_objectives,2,source_mismatch_ringdown050_noise10_seed4807526976,outputs/experiments/1077_coordinate_optimizer_variable_depth_radius_seed4807526976_target2_sources5_txrx60_ringdown050_objectives/data/coordinate_step_01_target_2_candidates.csv,True,True,ok,12,350.0,120.0,350.0,120.0,0.016867132328997062,True,True,12,350.0,120.0,0.016867132328997062,0.0,0.0,True,False,0.0,0.0
outputs/experiments/1078_coordinate_optimizer_variable_depth_radius_seed4807526976_target1_sources5_txrx60_ringdown050_objectives/data/multi_rebar_coordinate_optimizer_summary.json,1078_coordinate_optimizer_variable_depth_radius_seed4807526976_target1_sources5_txrx60_ringdown050_objectives,coordinate_optimizer_variable_depth_radius_seed4807526976_target1_sources5_txrx60_ringdown050_objectives,1,source_mismatch_ringdown050_noise10_seed4807526976,outputs/experiments/1078_coordinate_optimizer_variable_depth_radius_seed4807526976_target1_sources5_txrx60_ringdown050_objectives/data/coordinate_step_01_target_1_candidates.csv,True,True,ok,12,250.0,100.0,250.0,100.0,0.016867132328997062,True,True,12,250.0,100.0,0.016867132328997062,0.0,0.0,True,False,0.0,0.0
outputs/experiments/1079_coordinate_optimizer_variable_depth_radius_seed7778742049_target0_sources8_txrx60_ringdown050_objectives/data/multi_rebar_coordinate_optimizer_summary.json,1079_coordinate_optimizer_variable_depth_radius_seed7778742049_target0_sources8_txrx60_ringdown050_objectives,coordinate_optimizer_variable_depth_radius_seed7778742049_target0_sources8_txrx60_ringdown050_objectives,0,source_mismatch_ringdown050_noise10_seed7778742049,outputs/experiments/1079_coordinate_optimizer_variable_depth_radius_seed7778742049_target0_sources8_txrx60_ringdown050_objectives/data/coordinate_step_01_target_0_candidates.csv,True,True,ok,12,150.0,80.0,150.0,80.0,0.01559258463615352,True,True,12,150.0,80.0,0.01559258463615352,0.0,0.0,True,False,0.0,0.0
outputs/experiments/1080_coordinate_optimizer_variable_depth_radius_seed7778742049_target0_sources8_txrx52p5_ringdown050_objectives/data/multi_rebar_coordinate_optimizer_summary.json,1080_coordinate_optimizer_variable_depth_radius_seed7778742049_target0_sources8_txrx52p5_ringdown050_objectives,coordinate_optimizer_variable_depth_radius_seed7778742049_target0_sources8_txrx52p5_ringdown050_objectives,0,source_mismatch_ringdown050_noise10_seed7778742049,outputs/experiments/1080_coordinate_optimizer_variable_depth_radius_seed7778742049_target0_sources8_txrx52p5_ringdown050_objectives/data/coordinate_step_01_target_0_candidates.csv,True,True,ok,12,150.0,80.0,150.0,80.0,0.01818478853114174,True,True,12,150.0,80.0,0.01818478853114174,0.0,0.0,True,False,0.0,0.0
outputs/experiments/1081_coordinate_optimizer_variable_depth_radius_seed7778742049_target0_sources9_txrx60_ringdown050_objectives/data/multi_rebar_coordinate_optimizer_summary.json,1081_coordinate_optimizer_variable_depth_radius_seed7778742049_target0_sources9_txrx60_ringdown050_objectives,coordinate_optimizer_variable_depth_radius_seed7778742049_target0_sources9_txrx60_ringdown050_objectives,0,source_mismatch_ringdown050_noise10_seed7778742049,outputs/experiments/1081_coordinate_optimizer_variable_depth_radius_seed7778742049_target0_sources9_txrx60_ringdown050_objectives/data/coordinate_step_01_target_0_candidates.csv,True,True,ok,12,150.0,80.0,150.0,80.0,0.015565271657219278,True,True,12,150.0,80.0,0.015565271657219278,0.0,0.0,True,False,0.0,0.0
outputs/experiments/1082_coordinate_optimizer_variable_depth_radius_seed7778742049_target2_sources5_txrx60_ringdown050_objectives/data/multi_rebar_coordinate_optimizer_summary.json,1082_coordinate_optimizer_variable_depth_radius_seed7778742049_target2_sources5_txrx60_ringdown050_objectives,coordinate_optimizer_variable_depth_radius_seed7778742049_target2_sources5_txrx60_ringdown050_objectives,2,source_mismatch_ringdown050_noise10_seed7778742049,outputs/experiments/1082_coordinate_optimizer_variable_depth_radius_seed7778742049_target2_sources5_txrx60_ringdown050_objectives/data/coordinate_step_01_target_2_candidates.csv,True,True,ok,12,350.0,120.0,350.0,120.0,0.016773467129942075,True,True,12,350.0,120.0,0.016773467129942075,0.0,0.0,True,False,0.0,0.0
outputs/experiments/1083_coordinate_optimizer_variable_depth_radius_seed7778742049_target2_sources7_txrx60_ringdown050_objectives/data/multi_rebar_coordinate_optimizer_summary.json,1083_coordinate_optimizer_variable_depth_radius_seed7778742049_target2_sources7_txrx60_ringdown050_objectives,coordinate_optimizer_variable_depth_radius_seed7778742049_target2_sources7_txrx60_ringdown050_objectives,2,source_mismatch_ringdown050_noise10_seed7778742049,outputs/experiments/1083_coordinate_optimizer_variable_depth_radius_seed7778742049_target2_sources7_txrx60_ringdown050_objectives/data/coordinate_step_01_target_2_candidates.csv,True,True,ok,12,350.0,120.0,350.0,120.0,0.014521177051371474,True,True,12,350.0,120.0,0.014521177051371474,0.0,0.0,True,False,0.0,0.0
outputs/experiments/1084_coordinate_optimizer_variable_depth_radius_seed7778742049_target2_sources9_txrx60_ringdown050_objectives/data/multi_rebar_coordinate_optimizer_summary.json,1084_coordinate_optimizer_variable_depth_radius_seed7778742049_target2_sources9_txrx60_ringdown050_objectives,coordinate_optimizer_variable_depth_radius_seed7778742049_target2_sources9_txrx60_ringdown050_objectives,2,source_mismatch_ringdown050_noise10_seed7778742049,outputs/experiments/1084_coordinate_optimizer_variable_depth_radius_seed7778742049_target2_sources9_txrx60_ringdown050_objectives/data/coordinate_step_01_target_2_candidates.csv,True,True,ok,12,350.0,120.0,350.0,120.0,0.015565271657219278,True,True,12,350.0,120.0,0.015565271657219278,0.0,0.0,True,False,0.0,0.0
outputs/experiments/1085_coordinate_optimizer_variable_depth_radius_seed7778742049_target1_sources5_txrx60_ringdown050_objectives/data/multi_rebar_coordinate_optimizer_summary.json,1085_coordinate_optimizer_variable_depth_radius_seed7778742049_target1_sources5_txrx60_ringdown050_objectives,coordinate_optimizer_variable_depth_radius_seed7778742049_target1_sources5_txrx60_ringdown050_objectives,1,source_mismatch_ringdown050_noise10_seed7778742049,outputs/experiments/1085_coordinate_optimizer_variable_depth_radius_seed7778742049_target1_sources5_txrx60_ringdown050_objectives/data/coordinate_step_01_target_1_candidates.csv,True,True,ok,12,250.0,100.0,250.0,100.0,0.016773467129942075,True,True,12,250.0,100.0,0.016773467129942075,0.0,0.0,True,False,0.0,0.0
outputs/experiments/1086_coordinate_optimizer_variable_depth_radius_seed12586269025_target0_sources8_txrx60_ringdown050_objectives/data/multi_rebar_coordinate_optimizer_summary.json,1086_coordinate_optimizer_variable_depth_radius_seed12586269025_target0_sources8_txrx60_ringdown050_objectives,coordinate_optimizer_variable_depth_radius_seed12586269025_target0_sources8_txrx60_ringdown050_objectives,0,source_mismatch_ringdown050_noise10_seed12586269025,outputs/experiments/1086_coordinate_optimizer_variable_depth_radius_seed12586269025_target0_sources8_txrx60_ringdown050_objectives/data/coordinate_step_01_target_0_candidates.csv,True,True,ok,12,150.0,80.0,150.0,80.0,0.015618968157770792,True,True,12,150.0,80.0,0.015618968157770792,0.0,0.0,True,False,0.0,0.0
outputs/experiments/1087_coordinate_optimizer_variable_depth_radius_seed12586269025_target2_sources5_txrx60_ringdown050_objectives/data/multi_rebar_coordinate_optimizer_summary.json,1087_coordinate_optimizer_variable_depth_radius_seed12586269025_target2_sources5_txrx60_ringdown050_objectives,coordinate_optimizer_variable_depth_radius_seed12586269025_target2_sources5_txrx60_ringdown050_objectives,2,source_mismatch_ringdown050_noise10_seed12586269025,outputs/experiments/1087_coordinate_optimizer_variable_depth_radius_seed12586269025_target2_sources5_txrx60_ringdown050_objectives/data/coordinate_step_01_target_2_candidates.csv,True,True,ok,12,350.0,120.0,350.0,120.0,0.01696120630913914,True,True,12,350.0,120.0,0.01696120630913914,0.0,0.0,True,False,0.0,0.0
outputs/experiments/1088_coordinate_optimizer_variable_depth_radius_seed12586269025_target1_sources5_txrx60_ringdown050_objectives/data/multi_rebar_coordinate_optimizer_summary.json,1088_coordinate_optimizer_variable_depth_radius_seed12586269025_target1_sources5_txrx60_ringdown050_objectives,coordinate_optimizer_variable_depth_radius_seed12586269025_target1_sources5_txrx60_ringdown050_objectives,1,source_mismatch_ringdown050_noise10_seed12586269025,outputs/experiments/1088_coordinate_optimizer_variable_depth_radius_seed12586269025_target1_sources5_txrx60_ringdown050_objectives/data/coordinate_step_01_target_1_candidates.csv,True,True,ok,12,250.0,100.0,250.0,100.0,0.01696120630913914,True,True,12,250.0,100.0,0.01696120630913914,0.0,0.0,True,False,0.0,0.0
outputs/experiments/1089_coordinate_optimizer_variable_depth_radius_seed20365011074_target0_sources8_txrx60_ringdown050_objectives/data/multi_rebar_coordinate_optimizer_summary.json,1089_coordinate_optimizer_variable_depth_radius_seed20365011074_target0_sources8_txrx60_ringdown050_objectives,coordinate_optimizer_variable_depth_radius_seed20365011074_target0_sources8_txrx60_ringdown050_objectives,0,source_mismatch_ringdown050_noise10_seed20365011074,outputs/experiments/1089_coordinate_optimizer_variable_depth_radius_seed20365011074_target0_sources8_txrx60_ringdown050_objectives/data/coordinate_step_01_target_0_candidates.csv,True,True,ok,12,150.0,80.0,150.0,80.0,0.015756319799719806,True,True,12,150.0,80.0,0.015756319799719806,0.0,0.0,True,False,0.0,0.0
outputs/experiments/1090_coordinate_optimizer_variable_depth_radius_seed20365011074_target2_sources5_txrx60_ringdown050_objectives/data/multi_rebar_coordinate_optimizer_summary.json,1090_coordinate_optimizer_variable_depth_radius_seed20365011074_target2_sources5_txrx60_ringdown050_objectives,coordinate_optimizer_variable_depth_radius_seed20365011074_target2_sources5_txrx60_ringdown050_objectives,2,source_mismatch_ringdown050_noise10_seed20365011074,outputs/experiments/1090_coordinate_optimizer_variable_depth_radius_seed20365011074_target2_sources5_txrx60_ringdown050_objectives/data/coordinate_step_01_target_2_candidates.csv,True,True,ok,12,350.0,120.0,350.0,120.0,0.016692480100186945,True,True,12,350.0,120.0,0.016692480100186945,0.0,0.0,True,False,0.0,0.0
outputs/experiments/1091_coordinate_optimizer_variable_depth_radius_seed20365011074_target2_sources7_txrx60_ringdown050_objectives/data/multi_rebar_coordinate_optimizer_summary.json,1091_coordinate_optimizer_variable_depth_radius_seed20365011074_target2_sources7_txrx60_ringdown050_objectives,coordinate_optimizer_variable_depth_radius_seed20365011074_target2_sources7_txrx60_ringdown050_objectives,2,source_mismatch_ringdown050_noise10_seed20365011074,outputs/experiments/1091_coordinate_optimizer_variable_depth_radius_seed20365011074_target2_sources7_txrx60_ringdown050_objectives/data/coordinate_step_01_target_2_candidates.csv,True,True,ok,12,350.0,120.0,350.0,120.0,0.014645295430330723,True,True,12,350.0,120.0,0.014645295430330723,0.0,0.0,True,False,0.0,0.0
outputs/experiments/1092_coordinate_optimizer_variable_depth_radius_seed20365011074_target2_sources9_txrx60_ringdown050_objectives/data/multi_rebar_coordinate_optimizer_summary.json,1092_coordinate_optimizer_variable_depth_radius_seed20365011074_target2_sources9_txrx60_ringdown050_objectives,coordinate_optimizer_variable_depth_radius_seed20365011074_target2_sources9_txrx60_ringdown050_objectives,2,source_mismatch_ringdown050_noise10_seed20365011074,outputs/experiments/1092_coordinate_optimizer_variable_depth_radius_seed20365011074_target2_sources9_txrx60_ringdown050_objectives/data/coordinate_step_01_target_2_candidates.csv,True,True,ok,12,350.0,120.0,350.0,120.0,0.01572495824789623,True,True,12,350.0,120.0,0.01572495824789623,0.0,0.0,True,False,0.0,0.0
outputs/experiments/1093_coordinate_optimizer_variable_depth_radius_seed20365011074_target2_sources11_txrx60_ringdown050_objectives/data/multi_rebar_coordinate_optimizer_summary.json,1093_coordinate_optimizer_variable_depth_radius_seed20365011074_target2_sources11_txrx60_ringdown050_objectives,coordinate_optimizer_variable_depth_radius_seed20365011074_target2_sources11_txrx60_ringdown050_objectives,2,source_mismatch_ringdown050_noise10_seed20365011074,outputs/experiments/1093_coordinate_optimizer_variable_depth_radius_seed20365011074_target2_sources11_txrx60_ringdown050_objectives/data/coordinate_step_01_target_2_candidates.csv,True,True,ok,12,350.0,120.0,350.0,120.0,0.014639265578568119,True,True,12,350.0,120.0,0.014639265578568119,0.0,0.0,True,False,0.0,0.0
outputs/experiments/1094_coordinate_optimizer_variable_depth_radius_seed20365011074_target1_sources5_txrx60_ringdown050_objectives/data/multi_rebar_coordinate_optimizer_summary.json,1094_coordinate_optimizer_variable_depth_radius_seed20365011074_target1_sources5_txrx60_ringdown050_objectives,coordinate_optimizer_variable_depth_radius_seed20365011074_target1_sources5_txrx60_ringdown050_objectives,1,source_mismatch_ringdown050_noise10_seed20365011074,outputs/experiments/1094_coordinate_optimizer_variable_depth_radius_seed20365011074_target1_sources5_txrx60_ringdown050_objectives/data/coordinate_step_01_target_1_candidates.csv,True,True,ok,12,250.0,100.0,250.0,100.0,0.016692480100186945,True,True,12,250.0,100.0,0.016692480100186945,0.0,0.0,True,False,0.0,0.0
outputs/experiments/1095_coordinate_optimizer_variable_depth_radius_seed32951280099_target0_sources8_txrx60_ringdown050_objectives/data/multi_rebar_coordinate_optimizer_summary.json,1095_coordinate_optimizer_variable_depth_radius_seed32951280099_target0_sources8_txrx60_ringdown050_objectives,coordinate_optimizer_variable_depth_radius_seed32951280099_target0_sources8_txrx60_ringdown050_objectives,0,source_mismatch_ringdown050_noise10_seed32951280099,outputs/experiments/1095_coordinate_optimizer_variable_depth_radius_seed32951280099_target0_sources8_txrx60_ringdown050_objectives/data/coordinate_step_01_target_0_candidates.csv,True,True,ok,12,150.0,80.0,150.0,80.0,0.0156426699801226,True,True,12,150.0,80.0,0.0156426699801226,0.0,0.0,True,False,0.0,0.0
outputs/experiments/1096_coordinate_optimizer_variable_depth_radius_seed32951280099_target2_sources5_txrx60_ringdown050_objectives/data/multi_rebar_coordinate_optimizer_summary.json,1096_coordinate_optimizer_variable_depth_radius_seed32951280099_target2_sources5_txrx60_ringdown050_objectives,coordinate_optimizer_variable_depth_radius_seed32951280099_target2_sources5_txrx60_ringdown050_objectives,2,source_mismatch_ringdown050_noise10_seed32951280099,outputs/experiments/1096_coordinate_optimizer_variable_depth_radius_seed32951280099_target2_sources5_txrx60_ringdown050_objectives/data/coordinate_step_01_target_2_candidates.csv,True,True,ok,12,350.0,120.0,350.0,120.0,0.016722536344415288,True,True,12,350.0,120.0,0.016722536344415288,0.0,0.0,True,False,0.0,0.0
outputs/experiments/1097_coordinate_optimizer_variable_depth_radius_seed32951280099_target2_sources7_txrx60_ringdown050_objectives/data/multi_rebar_coordinate_optimizer_summary.json,1097_coordinate_optimizer_variable_depth_radius_seed32951280099_target2_sources7_txrx60_ringdown050_objectives,coordinate_optimizer_variable_depth_radius_seed32951280099_target2_sources7_txrx60_ringdown050_objectives,2,source_mismatch_ringdown050_noise10_seed32951280099,outputs/experiments/1097_coordinate_optimizer_variable_depth_radius_seed32951280099_target2_sources7_txrx60_ringdown050_objectives/data/coordinate_step_01_target_2_candidates.csv,True,True,ok,12,350.0,120.0,350.0,120.0,0.01467521191262123,True,True,12,350.0,120.0,0.01467521191262123,0.0,0.0,True,False,0.0,0.0
outputs/experiments/1098_coordinate_optimizer_variable_depth_radius_seed32951280099_target2_sources9_txrx60_ringdown050_objectives/data/multi_rebar_coordinate_optimizer_summary.json,1098_coordinate_optimizer_variable_depth_radius_seed32951280099_target2_sources9_txrx60_ringdown050_objectives,coordinate_optimizer_variable_depth_radius_seed32951280099_target2_sources9_txrx60_ringdown050_objectives,2,source_mismatch_ringdown050_noise10_seed32951280099,outputs/experiments/1098_coordinate_optimizer_variable_depth_radius_seed32951280099_target2_sources9_txrx60_ringdown050_objectives/data/coordinate_step_01_target_2_candidates.csv,True,True,ok,12,350.0,120.0,350.0,120.0,0.015643579346605208,True,True,12,350.0,120.0,0.015643579346605208,0.0,0.0,True,False,0.0,0.0
outputs/experiments/1099_coordinate_optimizer_variable_depth_radius_seed32951280099_target1_sources5_txrx60_ringdown050_objectives/data/multi_rebar_coordinate_optimizer_summary.json,1099_coordinate_optimizer_variable_depth_radius_seed32951280099_target1_sources5_txrx60_ringdown050_objectives,coordinate_optimizer_variable_depth_radius_seed32951280099_target1_sources5_txrx60_ringdown050_objectives,1,source_mismatch_ringdown050_noise10_seed32951280099,outputs/experiments/1099_coordinate_optimizer_variable_depth_radius_seed32951280099_target1_sources5_txrx60_ringdown050_objectives/data/coordinate_step_01_target_1_candidates.csv,True,True,ok,12,250.0,100.0,250.0,100.0,0.016722536344415288,True,True,12,250.0,100.0,0.016722536344415288,0.0,0.0,True,False,0.0,0.0
outputs/experiments/1100_coordinate_optimizer_variable_depth_radius_seed53316291173_target0_sources8_txrx60_ringdown050_objectives/data/multi_rebar_coordinate_optimizer_summary.json,1100_coordinate_optimizer_variable_depth_radius_seed53316291173_target0_sources8_txrx60_ringdown050_objectives,coordinate_optimizer_variable_depth_radius_seed53316291173_target0_sources8_txrx60_ringdown050_objectives,0,source_mismatch_ringdown050_noise10_seed53316291173,outputs/experiments/1100_coordinate_optimizer_variable_depth_radius_seed53316291173_target0_sources8_txrx60_ringdown050_objectives/data/coordinate_step_01_target_0_candidates.csv,True,True,ok,12,150.0,80.0,150.0,80.0,0.015911184712152433,True,True,12,150.0,80.0,0.015911184712152433,0.0,0.0,True,False,0.0,0.0
outputs/experiments/1101_coordinate_optimizer_variable_depth_radius_seed53316291173_target2_sources5_txrx60_ringdown050_objectives/data/multi_rebar_coordinate_optimizer_summary.json,1101_coordinate_optimizer_variable_depth_radius_seed53316291173_target2_sources5_txrx60_ringdown050_objectives,coordinate_optimizer_variable_depth_radius_seed53316291173_target2_sources5_txrx60_ringdown050_objectives,2,source_mismatch_ringdown050_noise10_seed53316291173,outputs/experiments/1101_coordinate_optimizer_variable_depth_radius_seed53316291173_target2_sources5_txrx60_ringdown050_objectives/data/coordinate_step_01_target_2_candidates.csv,True,True,ok,12,350.0,120.0,350.0,120.0,0.017012410872161494,True,True,12,350.0,120.0,0.017012410872161494,0.0,0.0,True,False,0.0,0.0
outputs/experiments/1102_coordinate_optimizer_variable_depth_radius_seed53316291173_target2_sources7_txrx60_ringdown050_objectives/data/multi_rebar_coordinate_optimizer_summary.json,1102_coordinate_optimizer_variable_depth_radius_seed53316291173_target2_sources7_txrx60_ringdown050_objectives,coordinate_optimizer_variable_depth_radius_seed53316291173_target2_sources7_txrx60_ringdown050_objectives,2,source_mismatch_ringdown050_noise10_seed53316291173,outputs/experiments/1102_coordinate_optimizer_variable_depth_radius_seed53316291173_target2_sources7_txrx60_ringdown050_objectives/data/coordinate_step_01_target_2_candidates.csv,True,True,ok,12,350.0,120.0,350.0,120.0,0.014794960522208645,True,True,12,350.0,120.0,0.014794960522208645,0.0,0.0,True,False,0.0,0.0
