doc,slug,path,word_count,line_count,bucket,proposed_action
230,next_action_queue_coordinate_default_smoke_refresh,docs/experiments/230_next_action_queue_coordinate_default_smoke_refresh.md,179,52,relocate_or_consolidate_admin_churn,append_verbatim_to_admin_tracker_bundle_then_replace_with_stub_or_index_link
231,current_coordinate_default_smoke_state_audit,docs/experiments/231_current_coordinate_default_smoke_state_audit.md,201,64,relocate_or_consolidate_admin_churn,append_verbatim_to_admin_tracker_bundle_then_replace_with_stub_or_index_link
232,commit_pr_summary_coordinate_default_audit_refresh,docs/experiments/232_commit_pr_summary_coordinate_default_audit_refresh.md,163,53,relocate_or_consolidate_admin_churn,append_verbatim_to_admin_tracker_bundle_then_replace_with_stub_or_index_link
233,next_action_queue_coordinate_default_audit_refresh,docs/experiments/233_next_action_queue_coordinate_default_audit_refresh.md,184,51,relocate_or_consolidate_admin_churn,append_verbatim_to_admin_tracker_bundle_then_replace_with_stub_or_index_link
234,current_coordinate_default_audit_refresh_state_audit,docs/experiments/234_current_coordinate_default_audit_refresh_state_audit.md,167,58,relocate_or_consolidate_admin_churn,append_verbatim_to_admin_tracker_bundle_then_replace_with_stub_or_index_link
235,current_precommit_validation_after_coordinate_default_audit_refresh,docs/experiments/235_current_precommit_validation_after_coordinate_default_audit_refresh.md,118,50,relocate_or_consolidate_admin_churn,append_verbatim_to_admin_tracker_bundle_then_replace_with_stub_or_index_link
236,commit_pr_summary_current_validation_after_coordinate_default_audit_refresh,docs/experiments/236_commit_pr_summary_current_validation_after_coordinate_default_audit_refresh.md,169,53,relocate_or_consolidate_admin_churn,append_verbatim_to_admin_tracker_bundle_then_replace_with_stub_or_index_link
237,next_action_queue_current_validation_after_coordinate_default_audit_refresh,docs/experiments/237_next_action_queue_current_validation_after_coordinate_default_audit_refresh.md,193,51,relocate_or_consolidate_admin_churn,append_verbatim_to_admin_tracker_bundle_then_replace_with_stub_or_index_link
238,current_validation_after_coordinate_default_audit_state_audit,docs/experiments/238_current_validation_after_coordinate_default_audit_state_audit.md,168,58,relocate_or_consolidate_admin_churn,append_verbatim_to_admin_tracker_bundle_then_replace_with_stub_or_index_link
239,code_self_review_current_validation_checkpoint,docs/experiments/239_code_self_review_current_validation_checkpoint.md,172,56,relocate_or_consolidate_admin_churn,append_verbatim_to_admin_tracker_bundle_then_replace_with_stub_or_index_link
240,commit_pr_summary_current_review_refresh,docs/experiments/240_commit_pr_summary_current_review_refresh.md,156,52,relocate_or_consolidate_admin_churn,append_verbatim_to_admin_tracker_bundle_then_replace_with_stub_or_index_link
241,next_action_queue_current_review_refresh,docs/experiments/241_next_action_queue_current_review_refresh.md,189,52,relocate_or_consolidate_admin_churn,append_verbatim_to_admin_tracker_bundle_then_replace_with_stub_or_index_link
242,current_review_refresh_state_audit,docs/experiments/242_current_review_refresh_state_audit.md,165,58,relocate_or_consolidate_admin_churn,append_verbatim_to_admin_tracker_bundle_then_replace_with_stub_or_index_link
243,current_state_archive_coverage_audit_refresh,docs/experiments/243_current_state_archive_coverage_audit_refresh.md,192,61,relocate_or_consolidate_admin_churn,append_verbatim_to_admin_tracker_bundle_then_replace_with_stub_or_index_link
244,commit_pr_summary_current_archive_coverage_refresh,docs/experiments/244_commit_pr_summary_current_archive_coverage_refresh.md,178,53,relocate_or_consolidate_admin_churn,append_verbatim_to_admin_tracker_bundle_then_replace_with_stub_or_index_link
245,next_action_queue_current_archive_coverage_refresh,docs/experiments/245_next_action_queue_current_archive_coverage_refresh.md,189,51,relocate_or_consolidate_admin_churn,append_verbatim_to_admin_tracker_bundle_then_replace_with_stub_or_index_link
246,current_archive_coverage_refresh_state_audit,docs/experiments/246_current_archive_coverage_refresh_state_audit.md,184,58,relocate_or_consolidate_admin_churn,append_verbatim_to_admin_tracker_bundle_then_replace_with_stub_or_index_link
247,current_precommit_validation_after_archive_coverage_refresh,docs/experiments/247_current_precommit_validation_after_archive_coverage_refresh.md,120,54,relocate_or_consolidate_admin_churn,append_verbatim_to_admin_tracker_bundle_then_replace_with_stub_or_index_link
248,commit_pr_summary_current_validation_refresh,docs/experiments/248_commit_pr_summary_current_validation_refresh.md,168,52,relocate_or_consolidate_admin_churn,append_verbatim_to_admin_tracker_bundle_then_replace_with_stub_or_index_link
249,next_action_queue_current_validation_refresh,docs/experiments/249_next_action_queue_current_validation_refresh.md,187,51,relocate_or_consolidate_admin_churn,append_verbatim_to_admin_tracker_bundle_then_replace_with_stub_or_index_link
250,current_validation_refresh_state_audit,docs/experiments/250_current_validation_refresh_state_audit.md,179,59,relocate_or_consolidate_admin_churn,append_verbatim_to_admin_tracker_bundle_then_replace_with_stub_or_index_link
251,code_self_review_current_validation_refresh,docs/experiments/251_code_self_review_current_validation_refresh.md,149,52,relocate_or_consolidate_admin_churn,append_verbatim_to_admin_tracker_bundle_then_replace_with_stub_or_index_link
252,commit_pr_summary_current_review_refresh,docs/experiments/252_commit_pr_summary_current_review_refresh.md,161,52,relocate_or_consolidate_admin_churn,append_verbatim_to_admin_tracker_bundle_then_replace_with_stub_or_index_link
253,next_action_queue_current_review_refresh,docs/experiments/253_next_action_queue_current_review_refresh.md,186,51,relocate_or_consolidate_admin_churn,append_verbatim_to_admin_tracker_bundle_then_replace_with_stub_or_index_link
254,current_review_refresh_state_audit,docs/experiments/254_current_review_refresh_state_audit.md,171,58,relocate_or_consolidate_admin_churn,append_verbatim_to_admin_tracker_bundle_then_replace_with_stub_or_index_link
255,current_state_archive_coverage_audit_refresh,docs/experiments/255_current_state_archive_coverage_audit_refresh.md,192,60,relocate_or_consolidate_admin_churn,append_verbatim_to_admin_tracker_bundle_then_replace_with_stub_or_index_link
256,commit_pr_summary_current_archive_coverage_refresh,docs/experiments/256_commit_pr_summary_current_archive_coverage_refresh.md,178,53,relocate_or_consolidate_admin_churn,append_verbatim_to_admin_tracker_bundle_then_replace_with_stub_or_index_link
257,next_action_queue_current_archive_coverage_refresh,docs/experiments/257_next_action_queue_current_archive_coverage_refresh.md,189,51,relocate_or_consolidate_admin_churn,append_verbatim_to_admin_tracker_bundle_then_replace_with_stub_or_index_link
258,current_archive_coverage_refresh_state_audit,docs/experiments/258_current_archive_coverage_refresh_state_audit.md,178,58,relocate_or_consolidate_admin_churn,append_verbatim_to_admin_tracker_bundle_then_replace_with_stub_or_index_link
259,current_precommit_validation_after_archive_coverage_audit_refresh,docs/experiments/259_current_precommit_validation_after_archive_coverage_audit_refresh.md,122,54,relocate_or_consolidate_admin_churn,append_verbatim_to_admin_tracker_bundle_then_replace_with_stub_or_index_link
260,commit_pr_summary_current_validation_refresh,docs/experiments/260_commit_pr_summary_current_validation_refresh.md,160,52,relocate_or_consolidate_admin_churn,append_verbatim_to_admin_tracker_bundle_then_replace_with_stub_or_index_link
261,next_action_queue_current_validation_refresh,docs/experiments/261_next_action_queue_current_validation_refresh.md,187,51,relocate_or_consolidate_admin_churn,append_verbatim_to_admin_tracker_bundle_then_replace_with_stub_or_index_link
262,current_validation_refresh_state_audit,docs/experiments/262_current_validation_refresh_state_audit.md,179,59,relocate_or_consolidate_admin_churn,append_verbatim_to_admin_tracker_bundle_then_replace_with_stub_or_index_link
263,imrad_manuscript_current_validation_refresh,docs/experiments/263_imrad_manuscript_current_validation_refresh.md,170,59,relocate_or_consolidate_admin_churn,append_verbatim_to_admin_tracker_bundle_then_replace_with_stub_or_index_link
264,commit_pr_summary_current_manuscript_validation_refresh,docs/experiments/264_commit_pr_summary_current_manuscript_validation_refresh.md,178,54,relocate_or_consolidate_admin_churn,append_verbatim_to_admin_tracker_bundle_then_replace_with_stub_or_index_link
265,next_action_queue_current_manuscript_validation_refresh,docs/experiments/265_next_action_queue_current_manuscript_validation_refresh.md,212,58,relocate_or_consolidate_admin_churn,append_verbatim_to_admin_tracker_bundle_then_replace_with_stub_or_index_link
266,current_manuscript_validation_refresh_state_audit,docs/experiments/266_current_manuscript_validation_refresh_state_audit.md,185,58,relocate_or_consolidate_admin_churn,append_verbatim_to_admin_tracker_bundle_then_replace_with_stub_or_index_link
267,current_state_archive_coverage_audit_refresh,docs/experiments/267_current_state_archive_coverage_audit_refresh.md,190,60,relocate_or_consolidate_admin_churn,append_verbatim_to_admin_tracker_bundle_then_replace_with_stub_or_index_link
268,commit_pr_summary_current_archive_coverage_refresh,docs/experiments/268_commit_pr_summary_current_archive_coverage_refresh.md,178,54,relocate_or_consolidate_admin_churn,append_verbatim_to_admin_tracker_bundle_then_replace_with_stub_or_index_link
269,next_action_queue_current_archive_coverage_refresh,docs/experiments/269_next_action_queue_current_archive_coverage_refresh.md,207,57,relocate_or_consolidate_admin_churn,append_verbatim_to_admin_tracker_bundle_then_replace_with_stub_or_index_link
270,current_archive_coverage_refresh_state_audit,docs/experiments/270_current_archive_coverage_refresh_state_audit.md,185,58,relocate_or_consolidate_admin_churn,append_verbatim_to_admin_tracker_bundle_then_replace_with_stub_or_index_link
271,post_archive_coverage_audit_resume_checkpoint,docs/experiments/271_post_archive_coverage_audit_resume_checkpoint.md,163,57,relocate_or_consolidate_admin_churn,append_verbatim_to_admin_tracker_bundle_then_replace_with_stub_or_index_link
